,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Color,Con,Eta_color,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Q31_color,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL,Type
1.4175.14,0.132,1.0,1.0,0.473288814691,-12.631371825,-0.140989461157,0.741184297882,0.113835712062,0.0,154.29655265,47.145174476,0.258964143426,0.478087649402,0.661354581673,0.804780876494,0.91235059761,0.118400463142,0.0172934161008,0.00858818247098,0.00297355098452,0.0,1.51392568672,2.14630796365,-0.242839191463,0.00711622932075,0.00167773292701,0.00146805659753,0.000934405550187,0.0,0.945755129946,-0.622524238906,-0.929771302055,0.00662809305669,0.00337294438676,0.00157707440992,0.00206657250615,0.0,1.78101773095,0.285776891698,1.44833207997,8.49556331309e-06,6.16438356377,-9.36217445743,-0.00948325662202,0.08,0.340567612688,0.0333333333333,-0.0440547476476,-0.0268391787853,4.65444064615,1.5919058068e-231,0.21881340293,0.138590740872,0.16675,0.056,0.0403965727596,-0.359407410025,0.851663999958,-0.871442645973,0.0887839029199,27.8226564915,0.826946152688,0.887581506216,22.4045759276,CEPH
1.4176.34,0.152,1.0,1.0,0.452481076535,-31.0628365605,0.260262643803,0.261969601766,0.110016360528,0.0,1308.11520429,116.693501266,0.290780141844,0.496453900709,0.659574468085,0.783687943262,0.897163120567,0.13281387918,0.0174981880468,0.0019489013939,0.00411705966575,0.0,0.0058950631367,-0.254464012119,-0.779613585131,0.00830264688566,0.000727780113668,0.00417683844733,0.00147487589489,0.0,1.37367302307,0.482842732315,0.949695766196,0.00513312892576,0.000724678303483,0.00179964650106,0.000301251761551,0.0,0.992456647891,0.077546513074,-0.284267382806,5.32972908163e-06,7.71235018568,-8.13751892347,-0.0119770751396,0.093,0.196804037006,0.0333333333333,-0.0250768285187,-0.0346650276583,2.04315741221,6.37924321499e-239,0.231571480175,0.0881400064356,0.186,0.063,0.0331274313841,-0.034713082495,0.425831999979,-1.36133849987,0.0974636755963,8.77858945857,0.802783812929,0.898219164136,6.3147464019,CEPH
1.4289.25,0.288,1.0,1.0,0.434591747147,-14.8355441973,0.346682121815,0.540894453067,0.268139509611,0.0,775.146409702,95.0485812812,0.256317689531,0.424187725632,0.579422382671,0.752707581227,0.909747292419,0.238793992072,0.0877595609786,0.0278344865339,0.0127500263718,0.0,1.46846378072,0.268960397518,2.16797161778,0.0124159950745,0.00214747822027,0.00299398164091,0.00294920484145,0.0,1.56430281116,0.950123073444,1.45258212705,0.00926172047009,0.00306775054561,0.0044157329863,0.00149320079757,0.0,-2.35969672373,-1.11740766932,-0.719208260658,1.18987765518e-05,15.7744758782,-8.02446356453,-0.0229822140467,0.159,0.28797190518,0.0333333333333,-0.0622422197225,-0.0692413448319,4.03285279388,9.45416747622e-200,0.241521879906,0.0700918640357,0.3205,0.113,0.0321791354088,-0.225291046271,0.638747999968,-1.16419614073,0.18441993925,27.9201212603,0.807184437968,0.866519022146,21.090996045,CEPH
1.4291.35,0.209,1.0,1.0,0.477253218884,-27.2352847274,-0.352941804756,0.299451733313,0.149150669535,0.0,359.262230054,53.2259556099,0.28927680798,0.503740648379,0.688279301746,0.840399002494,0.937655860349,0.195374298019,0.0285271935867,0.00257066143729,0.00956719131802,0.0,1.90819540498,1.70879227212,-0.14699202539,0.00956564808197,0.00186368065681,0.00209888588378,0.000875457884959,0.0,-0.129837727835,1.89069454963,-0.0120070922396,0.00813588637015,0.000107658741702,0.000705517622478,0.000358933514167,0.0,0.613916632445,-0.25310638598,0.352226827783,-3.2050715295e-06,8.7084148758,-8.15565321888,-0.017402974613,0.136,0.199141630901,-0.0333333333333,-0.0401571902247,-0.0492447500921,2.15846495142,1.15085906696e-238,0.229300058485,0.0429733012836,0.277,0.08975,0.0290652440825,-0.092103244653,0.510359999971,-1.4232078523,0.141932625921,18.5930785191,0.830846742579,0.889085189264,15.2772361771,CEPH
1.4294.36,0.399,1.0,1.0,0.466086956522,-16.0519626011,-0.487392980349,0.5142901396,0.148234437519,0.0,113.072364958,23.3375152919,0.218465539662,0.394018205462,0.566970091027,0.732119635891,0.911573472042,0.320849200655,0.143992022998,0.0848452604477,0.0506326785628,0.0,-0.383133167149,-0.605973348679,-1.10995660286,0.0194038919291,0.00128352744414,0.00257472166798,0.000330616206293,0.0,1.61279641615,-0.2470204029,1.44051545285,0.0138609971434,0.00567158771401,0.00159973954568,0.00038751696779,0.0,-0.523256230403,-0.475881565208,-2.93940748781,-1.35717863975e-05,9.23550539141,-8.25536608696,-0.030778659594,0.1895,0.281739130435,-0.1,-0.0775993650406,-0.0939007265401,3.71128729396,3.369890864e-190,0.219330507677,0.0201862874081,0.43675,0.111,0.0296886252344,-0.490218874347,0.492364000005,-1.03475110665,0.254089102614,34.4051200524,0.816339197593,0.869494069179,26.6610314226,CEPH
1.4296.70,0.11425,1.0,1.0,0.416596814753,-35.4413782279,-0.208294840037,0.213924157386,0.161992788294,0.0,1718.42667682,617.029638053,0.274038461538,0.461538461538,0.600961538462,0.735576923077,0.875,0.0940768262879,0.0089333083055,0.00310384593075,0.00272494990582,0.0,1.09448604284,2.32831404757,0.664809728975,0.00795546168182,0.000923423172184,0.000634877983955,0.00228261362443,0.0,0.0996371236237,-1.96617068977,-0.0536328400451,0.0068903209435,0.00555971610765,0.00328507872143,0.00518839721473,0.0,1.65126493784,-0.448396247746,1.45934376037,-3.34283451734e-06,19.1835824146,-7.58176697402,-0.00939369508147,0.063,0.39564124057,0.1,-0.0444649689933,-0.0274442538593,1.466130007,1.28370562903e-220,0.235683791689,0.2333564124,0.125,0.04475,0.0482221059664,-0.15709883488,0.321354,-0.728740446713,0.0712208071327,4.81905623556,0.822166916369,0.885438907143,3.6366369296,CEPH
1.4412.29,0.375,1.0,1.0,0.444730077121,-15.0382698672,-0.454779986015,0.531783835287,0.295871566107,0.0,204.125600725,102.44453949,0.232686980609,0.405817174515,0.595567867036,0.759002770083,0.914127423823,0.305458389964,0.138468739062,0.0560891183638,0.0161089142132,0.0,-2.16372181366,-1.03534089959,-0.13448460248,0.0111603271278,0.00471645524559,0.00288846102479,0.000553514173952,0.0,2.19080203874,0.551953972519,-0.0477459386074,0.00842382905289,0.000596722191259,0.000944533503563,0.00168117078751,0.0,0.0511594428333,0.0628432291661,0.876621663063,-5.39333135605e-06,27.660049063,-7.99710882605,-0.029985813213,0.201,0.200514138817,0.1,-0.0643296896595,-0.0907149139339,4.09861682589,4.30073750194e-201,0.235710300678,0.022482414249,0.431,0.146,0.0291712194153,-0.306514915008,0.532289999974,-1.21493785648,0.239799811502,36.254426882,0.819958187333,0.874850116371,27.8609270348,CEPH
1.4414.42,0.2025,1.0,1.0,0.462660944206,-29.892177823,-0.369210320619,0.269336397964,0.118489416018,0.0,414.657636028,36.7371066901,0.287917737789,0.537275064267,0.701799485861,0.843187660668,0.946015424165,0.190067915722,0.0266848524534,0.00357710743966,0.00341200807246,0.0,1.2682062166,1.19993409223,2.63107657995,0.0105451957639,0.00322756856753,0.000605257941222,0.00141030604135,0.0,0.849553154794,-1.36337874878,0.620240149296,0.0113638127737,0.00242433449237,0.00147846450868,0.000787947029822,0.0,-0.821996009261,-1.08748693323,0.610131541734,6.36012238871e-06,4.06461698975,-8.05105150215,-0.0173353096445,0.136,0.212875536481,-0.0333333333333,-0.0407402807105,-0.0483169792572,1.90298039231,4.84933116728e-234,0.228973754957,0.0738668083974,0.273,0.088,0.0287735279055,0.00115172286123,0.346701000002,-1.41957198377,0.139567470754,21.0734463043,0.831550481709,0.89525228324,18.1125585152,CEPH
1.4415.55,0.157,1.0,1.0,0.434898139947,-31.5235222334,0.288445986325,0.234720728138,0.276775907883,0.0,3366.44541867,290.783991852,0.26936026936,0.461279461279,0.622895622896,0.774410774411,0.909090909091,0.138154532073,0.0139462836817,0.00942173634303,0.00648705632785,0.0,1.76626256322,0.606742158157,0.186611342812,0.00860517040426,0.00426611840806,0.00200905608361,0.00280830983266,0.0,-1.70333289445,-1.03479969271,-0.244234550288,0.00855978288834,0.000979506740622,0.00169859978091,0.00109061207145,0.0,0.386531222087,-0.758500416685,0.896807776309,4.65065417394e-06,11.8967952959,-7.39922409212,-0.0139311162175,0.091,0.452612931798,-0.1,-0.0656469951272,-0.0402003248511,1.83624667506,4.47874279959e-210,0.226472515785,0.225471096546,0.185,0.0625,0.0462103555539,-0.0429925873355,0.322671000009,-0.721841150128,0.103079450747,4.32592269461,0.750837544246,0.883262395968,2.90567283434,CEPH
1.4417.13,0.457,1.0,1.0,0.441373534338,-13.4055396625,0.494459109738,0.624730168979,0.192380072264,0.0,324.169588487,12.9258778167,0.219567690557,0.379977246871,0.547212741752,0.740614334471,0.907849829352,0.354017150527,0.155815206517,0.0844579922621,0.0619667186056,0.0,-2.53307692783,-1.86111195985,-1.43369814059,0.0242027368469,0.00289210371315,0.00504387171146,0.00398271579633,0.0,0.278997647905,-0.0207331560808,-0.42545809911,0.0226899746899,0.00245631233535,0.000698343899525,0.00113293876557,0.0,-2.08284749672,0.380214964897,0.0546683314564,1.1172760249e-05,4.24675087015,-8.37484505863,-0.0342209727278,0.2265,0.216917922948,0.0333333333333,-0.0779127089095,-0.105687146808,4.20408818013,3.04006568327e-196,0.222744474443,0.021568760601,0.4815,0.15925,0.0250782268869,-0.362794304098,0.642707999999,-1.11918529198,0.286595344351,40.5314306717,0.804452700921,0.887074190049,29.8703160071,CEPH
1.4531.168,0.807,1.0,1.0,0.229678638941,-3.90804585362,0.355305703201,1.44061986924,0.987798432886,0.00189393939394,231.286536659,281.659981847,0.0763888888889,0.138194444444,0.235416666667,0.636111111111,0.836111111111,0.275627689031,0.038964045278,0.110203586313,0.0542471854969,0.0,0.209310507911,-1.28522266649,-1.00988643834,0.1658159295,0.0295397433793,0.0388240426902,0.00228507620267,0.0,0.0528377900302,-1.70242911463,-0.0915795967078,0.0950772243974,0.0345275660756,0.0349868593189,0.0432592252703,0.0,0.752364272334,0.569812079449,0.0478560793235,-4.41541685217e-05,52.7898932248,-5.63000850662,-0.0832159909037,0.157,0.74763705104,-0.0333333333333,-0.309404659189,-0.248490077653,0.997264408036,4.38352845841e-42,0.109838433546,1.71236619813,0.338,0.27525,0.0657658485675,1.34890350481,0.107557000003,0.885826924682,0.468506736675,1.93403668977,0.851819187823,0.820036446031,1.52027440392,CEPH
1.4531.99,0.177,1.0,1.0,0.332765957447,-41.5717015956,0.310890880008,0.154394142835,0.55485162919,0.0,349.056002211,267.33474339,0.232081911263,0.372013651877,0.515358361775,0.658703071672,0.815699658703,0.108952608574,0.0120060718684,0.00597354287864,0.00766217014675,0.0,0.715276807311,0.549254798698,0.85400918505,0.0356134266679,0.00796179785033,0.014292466663,0.00361472124242,0.0,0.455787631048,-1.17872169697,0.0163098064548,0.0118373396315,0.00125877118942,0.000919032542506,0.00379575081209,0.0,-2.04655074268,-1.48965350724,0.745770529636,6.15683528356e-06,11.4481409041,-6.41842723404,-0.0153568569844,0.076,0.586382978723,-0.1,-0.0727414330218,-0.0456386292835,2.05393143425,5.08526429521e-149,0.188146217711,0.742179750744,0.1515,0.076,0.0663453802017,0.0739161720478,0.319373999984,0.381892595312,0.0985668690983,2.82268352284,0.759180727866,0.856907047747,1.88473200761,CEPH
1.4532.66,0.3375,1.0,1.0,0.473466003317,-18.1876648557,-0.448866802367,0.430160650456,0.231014705721,0.0,215.720760548,20.1123601832,0.225114854518,0.382848392037,0.552833078101,0.745788667688,0.905053598775,0.270234683642,0.123229762534,0.05983781986,0.0253040087347,0.0,-2.29809504628,-1.31275228921,-0.963812034048,0.0214747869199,0.00315065561864,0.000793785849355,0.00108795792153,0.0,0.608518650765,0.769503548933,-0.727503336818,0.0134927304268,0.00535250113519,0.00269122243754,0.000663381780181,0.0,1.28778775472,2.3194491633,1.59584169437,-7.18942756007e-06,4.0604556783,-7.82361774461,-0.0274454932611,0.1575,0.217247097844,-0.1,-0.0639886700142,-0.0840736449079,3.09884041502,1.96799213026e-204,0.22859437765,0.020071361901,0.36175,0.11125,0.0331566542606,-0.503284545907,0.425831999979,-1.05458576785,0.214723048088,24.1446269367,0.816467513974,0.887704862205,18.7747185391,CEPH
1.4534.23,0.1345,1.0,1.0,0.457789382071,-13.135745371,-0.145496857756,0.633411455358,0.313572237098,0.0,333.067728023,57.1762874989,0.268,0.46,0.652,0.784,0.904,0.114039597509,0.0266394898503,0.00051337889321,0.00590881811986,0.0,1.33495032363,1.17387966111,1.75040295768,0.0105688809485,0.00362529330942,0.00111157629422,0.00113612909565,0.0,1.58564526426,2.6128920002,2.15950536399,0.00839551591072,0.000530203857821,0.0017294114611,0.000512202264958,0.0,-0.62974885448,0.673229419068,-0.156318259844,6.99959332435e-08,3.93442623035,-8.32033159269,-0.0102769486944,0.077,0.199303742385,0.0333333333333,-0.0214148219442,-0.0300769971126,4.2101577587,1.48021253884e-219,0.218308779233,0.134465963813,0.162,0.057,0.0257220730154,-0.17304467624,0.752899000021,-1.32220098936,0.0855076208982,9.86791237019,0.781591087456,0.893119212143,7.14506849735,CEPH
1.4534.33,0.3915,1.0,1.0,0.47094017094,-20.3709422202,-0.550487622668,0.384193508384,0.208233739316,0.0,81.3437599517,22.6466622715,0.201581027668,0.355731225296,0.529644268775,0.736495388669,0.916996047431,0.316140634906,0.141158235398,0.0764443453762,0.0409225755336,0.0,1.62966818936,0.384770035154,1.66455747895,0.019588482515,0.00311401673657,0.000432857905758,0.00142318988466,0.0,-0.339438459303,-0.359930887334,0.701441591016,0.0135712958413,0.00845210413189,0.00135030958666,0.00174564062595,0.0,0.481130179438,1.20239152741,1.63776611866,-1.49099022192e-06,5.38079469937,-7.82638376068,-0.0318076489394,0.18,0.235897435897,-0.0333333333333,-0.0768240066971,-0.0977525919248,2.78879814652,8.08673930894e-195,0.229825676918,0.0239749595608,0.40325,0.12275,0.0262060472077,-0.59751469367,0.430228000012,-0.910715602244,0.248938867125,34.1958223981,0.803627896963,0.856530893387,25.086679801,CEPH
1.4534.48,0.235,1.0,1.0,0.462192013594,-16.3939518261,-0.300676782253,0.486849096142,0.215331517706,0.0,203.240161254,20.7877895206,0.27130044843,0.464125560538,0.627802690583,0.780269058296,0.917040358744,0.199017050556,0.0690701387306,0.0266886962536,0.0106245431259,0.0,0.98376067111,2.26618740325,1.7313696006,0.0131234752523,0.00883198945405,0.001605038626,0.00157377073775,0.0,-0.337866127188,-0.435031046299,-1.73541218802,0.00977962332849,0.00258213470836,0.00119247659722,0.00226064680657,0.0,1.14377557783,0.827202401762,2.02927108845,-1.26358314503e-06,3.84528386799,-7.98138062872,-0.0191726651764,0.128,0.187765505523,0.0333333333333,-0.0450201207243,-0.0560865191147,3.38120123106,5.21981155991e-216,0.235124663841,0.0446661514218,0.28,0.08475,0.0330887698022,-0.344420949745,0.424215999985,-1.26924120821,0.15302433844,22.9995775426,0.828563638337,0.887405218755,18.7279840869,CEPH
1.4539.77,0.4055,1.0,1.0,0.456613310868,-21.4702088354,0.567611016436,0.363717828048,0.19503047977,0.0,428.762992201,33.3032893586,0.212319790301,0.363040629096,0.530799475754,0.680209698558,0.875491480996,0.302465980085,0.13665287688,0.0661956267864,0.0288598387322,0.0,-0.163946220643,0.0387554830421,0.242221325829,0.0195771281033,0.00168799963876,0.00193867492242,0.00201814920178,0.0,0.77220710078,-0.356171111499,-0.522634806731,0.0171451272458,0.0137274634656,0.00959670417988,0.00556855012444,0.0,-1.75274238336,-1.75866449983,-2.13306502597,-6.1580094967e-06,7.44416874355,-7.80909772536,-0.0317316064547,0.175,0.294860994103,-0.0333333333333,-0.0790902041871,-0.0986042905143,2.71020017717,4.4331695134e-190,0.225405243736,0.0562394098364,0.4045,0.118,0.032555723979,-0.569781733639,0.424215999985,-0.879832764268,0.247795215787,26.6687696822,0.789416161729,0.876584447977,17.5254077547,CEPH
1.4652.42,0.2065,1.0,1.0,0.494439692044,-31.3699799346,-0.381764386195,0.254355925872,0.07146363422,0.0,191.832578936,43.3688779824,0.274559193955,0.498740554156,0.659949622166,0.831234256927,0.942065491184,0.192734516442,0.0357194390299,0.00443025120454,0.00513249972201,0.0,-0.38723672985,0.796272673615,-0.208994645151,0.0122893221005,0.00262989715721,0.000943305535528,0.00193985238056,0.0,-0.0665134427972,0.126824292218,-0.570258075318,0.0108620678895,0.000323352101056,0.00180157283477,0.00124325878352,0.0,0.825159768286,2.40718738661,2.01960172582,-5.88072263421e-06,6.69194735395,-7.97914029085,-0.017563557776,0.123,0.202737382378,-0.0333333333333,-0.0382149591452,-0.0499057196732,1.51650124858,6.22797393105e-233,0.247500342618,0.0610773831874,0.263,0.08125,0.0417467264712,-0.268740000853,0.430228000012,-1.35622159683,0.140142091501,19.6170981094,0.833307346176,0.904493988968,16.006480272,CEPH
1.4653.29,0.3355,1.0,1.0,0.4558697515,-15.472178218,0.409010934099,0.516053693862,0.257816234123,0.0,112.519037896,32.6031039545,0.233128834356,0.388036809816,0.561349693252,0.723926380368,0.914110429448,0.272375497543,0.11283801051,0.0467719442501,0.02454798015,0.0,-0.509948966974,-0.869769985401,1.42699042997,0.0192140247872,0.00780214587846,0.00163058061236,0.00399512699405,0.0,0.376301542706,2.38410822791,1.73937932083,0.0177871006389,0.00509516574095,0.00571603916049,0.004253552637,0.0,2.55284810443,0.80786356576,-0.0396546628337,7.44609376064e-06,9.51743623672,-7.98447472151,-0.0267488911971,0.173,0.204798628963,0.0333333333333,-0.057164442206,-0.0820951901284,3.58661451109,1.05711057379e-200,0.222266819775,0.0478963034694,0.3665,0.114,0.032610455,-0.399578656137,0.767648000023,-1.12035008636,0.213575845592,30.5652319016,0.80094746044,0.885323877607,22.7384008121,CEPH
1.4655.46,0.23975,1.0,1.0,0.487410071942,-23.1481943454,-0.37222005091,0.339284081157,0.212233026079,0.0,1142.12152408,283.519314795,0.260393873085,0.459518599562,0.625820568928,0.80306345733,0.936542669584,0.208041958656,0.0656039597701,0.0245970325779,0.0111878616715,0.0,-0.236565321295,-0.829176952555,-1.25159011744,0.00821705576596,0.00358918373661,0.000709997827775,0.00185797124762,0.0,0.755719747697,1.24697556843,1.43311798969,0.00773630242789,0.00308469475861,0.0023842667764,0.00219114883597,0.0,0.470688269499,-0.95980192414,-1.19032557143,-1.06025505407e-05,33.0696798555,-7.85381384892,-0.0200591429706,0.135,0.195143884892,-0.166666666667,-0.0436893203883,-0.0583801737353,3.0377624894,2.96374510702e-206,0.246073244229,0.0815595033854,0.286,0.08425,0.044316830962,-0.304042190865,0.530269999981,-1.27009788076,0.15754077486,10.2267160004,0.811098926351,0.887736514502,7.43445483805,CEPH
1.4657.37,0.13875,1.0,1.0,0.378378378378,-36.6578476175,-0.252594153525,0.220003982513,0.239038644895,0.0,3221.63012665,220.135306056,0.229508196721,0.422131147541,0.581967213115,0.733606557377,0.893442622951,0.109758748789,0.0153072685642,0.0062859274301,0.0066689324061,0.0,-2.37116682654,-0.711005693591,-0.807206302654,0.0165564918052,0.00793401022876,0.00493304880083,0.00460350875724,0.0,-2.62432595717,-1.49455042822,-2.77228857248,0.00826208887859,0.0010031565897,0.000516581677018,0.00305221055387,0.0,-0.532641423963,-2.32204814397,-0.464072926286,5.36720757784e-06,12.9860381406,-8.06487246622,-0.0105753668361,0.069,0.407094594595,0.1,-0.0477608237191,-0.0302691973701,1.97977298449,5.98465568087e-200,0.210675579515,0.389136506777,0.14125,0.049,0.0587307723586,0.201101488466,0.532289999974,-0.138342756107,0.0852889848168,11.059996689,0.788452229959,0.952755201869,8.4646612845,CEPH
1.4659.63,0.45875,1.0,1.0,0.475,-12.9014443365,0.507574409638,0.670799054814,0.194725333333,0.0,331.408166893,12.3491965853,0.269058295964,0.449551569507,0.628923766816,0.786995515695,0.92600896861,0.379096562924,0.156819129652,0.0815465417622,0.0462096309954,0.0,-2.34742080079,-1.52694531156,-0.536366951132,0.0312009587054,0.0102003898908,0.00464360058617,0.00390818146774,0.0,-1.61340711976,-0.689317346678,-0.0914736488055,0.0248915500011,0.0127852020617,0.00451862524954,0.00359193627202,0.0,-0.522433842279,-0.424151568363,-0.885444160794,-1.50051437883e-05,4.73719829135,-8.65427666667,-0.0351882065067,0.252,0.1775,0.166666666667,-0.0738411367342,-0.103890053576,4.3693578759,5.46904097335e-204,0.222896981592,0.0651811525689,0.56125,0.17575,0.0406928832731,-0.384666555393,0.749825999999,-1.25168107069,0.304528474512,65.5697169518,0.837761049747,0.881146987412,54.2406749794,CEPH
1.4661.17,0.529,1.0,2.0,0.419982316534,-3.371960434,-0.242395708018,2.87743311871,0.24196003303,0.0,377.761594412,5.97615480191,0.151243781095,0.307462686567,0.449751243781,0.612935323383,0.868656716418,0.410509971386,0.0963100755428,0.0436278405133,0.0529810859127,0.0,1.88677532906,-0.801811340221,0.271742705175,0.0361041611558,0.00778641480055,0.00644836920602,0.0116683794462,0.0,0.894933917008,0.394796424004,-0.377218566444,0.0348176891924,0.00751437154531,0.000353468046142,0.00211425942245,0.0,1.71664667358,0.984109541121,1.75648442446,-1.15992068306e-05,4.99021526591,-9.70259062776,-0.0314816811268,0.223,0.341290893015,0.233333333333,-0.0976441413515,-0.103843769374,11.8556089245,2.29335123931e-211,0.210236043981,0.0836673774586,0.45,0.1495,0.0408662933463,-0.504208955592,0.657984000019,-0.558777773,0.305453864247,101.714130792,0.77128553819,0.866957459003,71.0998906286,CEPH
2.4662.12,0.312,1.0,1.0,0.440598690365,-16.1147286885,0.384690496878,0.517124606477,0.29752095585,0.0,324.787758121,12.5542975311,0.214285714286,0.37707641196,0.576411960133,0.764119601329,0.916943521595,0.253082024539,0.0977002991203,0.0335854328682,0.0113554003799,0.0,-0.177468143937,-0.866784605983,0.247857898572,0.0288120303575,0.00253726248511,0.00230439022306,0.0015321010672,0.0,0.613338392261,1.6409965864,2.28611189255,0.0238643314338,0.00622005265497,0.00449447055334,0.000796983340801,0.0,0.347691640111,0.63406477416,-0.4380680738,-9.78055722132e-07,3.74725416692,-8.33332273152,-0.0237362378214,0.169,0.303086997194,-0.0333333333333,-0.0705783335337,-0.0723818684622,4.93501721282,1.61795519615e-186,0.224952896962,0.107439777421,0.348,0.1125,0.0200699740433,-0.178353463575,0.722535000001,-1.14389724548,0.197801730198,38.1086731612,0.805674667354,0.878375649079,28.8937351381,CEPH
2.4785.21,0.402,1.0,1.0,0.478577939836,-29.8630224024,0.666855067039,0.276488648058,0.211741880453,0.0,44.8953298966,18.3486219253,0.217731421121,0.380704041721,0.538461538462,0.720990873533,0.893089960887,0.317088908792,0.122108330518,0.0595164687899,0.0145736558196,0.0,-0.894195212206,1.6946294569,0.883625469572,0.0327617772044,0.00463796166435,0.00938617160699,0.00525869074629,0.0,1.98766372979,-0.118107959349,0.23330412144,0.0260143068308,0.00128597793227,0.00389253398082,0.00141340665727,0.0,0.659618911209,0.77237494467,-0.399393798745,1.39816129348e-05,6.25188309833,-8.25678669098,-0.0303946398618,0.185,0.236098450319,0.0333333333333,-0.0728315237282,-0.0935708185922,3.04401210889,2.24076210264e-182,0.22862759909,0.100380392049,0.413,0.14375,0.0304705970888,-0.532327437229,0.417939999999,-0.993361683046,0.250962057888,42.8454774972,0.808635807194,0.882465886674,31.3147234123,CEPH
2.4788.82,0.211,1.0,1.0,0.434782608696,-41.9624395483,-0.434845041478,0.162961801535,0.164400757136,0.0,261.7091353,51.7886860488,0.234042553191,0.417553191489,0.571808510638,0.723404255319,0.867021276596,0.162787032741,0.0463630371782,0.0113202300303,0.00346573311386,0.0,0.469574351404,1.92602560613,2.99907211209,0.0306888573627,0.000884506251337,0.000881261148182,0.00235427113222,0.0,-1.0514341335,-0.733885826528,-1.19324309506,0.0162208703409,0.00695070664154,0.00254150876276,0.00111772824117,0.0,2.29071374077,2.9496263641,2.18169041483,9.64183378114e-06,6.13695090366,-6.83827474561,-0.0184350177088,0.093,0.315448658649,-0.1,-0.0486407053637,-0.0552534900808,0.768294084862,4.31520305907e-190,0.226450481817,0.257568749385,0.215,0.083,0.0357949530223,-0.439554676921,0.243484000006,-0.993131512738,0.126063716033,5.28068953572,0.831483589374,0.860791959636,3.78744856303,CEPH
2.4790.48,0.364,1.0,1.0,0.487648673376,-30.6096086014,-0.648073523771,0.249560843567,0.222803490054,0.0,103.050047369,19.3745059828,0.234870317003,0.404899135447,0.551873198847,0.743515850144,0.913544668588,0.284097415995,0.126987487644,0.0724958046898,0.0361205385636,0.0,1.13406511471,2.3347276477,0.468871574102,0.0277013097539,0.00797129055131,0.00725970991206,0.00575848463942,0.0,-0.817257740321,0.714029383658,-1.50100776254,0.0262030329144,0.0161216996222,0.00819436545914,0.00177092749078,0.0,-0.80531551306,-2.2048731854,-1.70837224072,1.07260612787e-05,5.49864417082,-7.63895974382,-0.0305337221529,0.163,0.24428179323,0.1,-0.0818350079323,-0.0917503966155,2.52425487409,6.19330534338e-177,0.241346714424,0.0879551751723,0.388,0.128,0.0243834931139,-0.533312884845,0.412362000003,-1.04660689856,0.233245874355,10.5392656185,0.800517378962,0.87926273313,7.19823399736,CEPH
2.5026.16,0.3835,1.0,1.0,0.409594095941,-8.40786068551,-0.331447883226,1.04255956418,0.25961291861,0.0,27.8403123712,5.60024087668,0.238985313752,0.360480640854,0.552736982644,0.763684913218,0.930574098798,0.320741285935,0.131261332492,0.044429555542,0.0111558428658,0.0,0.685912273055,0.715269429867,-1.67821919082,0.0145295906597,0.00646896230954,0.00883283381217,0.00636210627849,0.0,-1.00311765959,-0.272058772564,0.559496007248,0.00919069266089,0.000348271367445,0.0036250917249,0.00168585569656,0.0,1.21941352015,-0.821068079427,0.0265116880383,5.08586257813e-07,1.93798449589,-8.76569557196,-0.0280497587947,0.212,0.263837638376,0.166666666667,-0.0603189014356,-0.0850025534812,6.67690672393,3.69240386613e-196,0.229638027191,0.00639139270099,0.4135,0.145,0.0335366422865,0.0763595611571,1.46279,-1.23360670093,0.245875646461,58.1573038951,0.809334805351,0.886049073126,47.2500311478,CEPH
